genres,app_name,specs,price,early_access,sentiment,metascore,year,genres_encoded
Action,Miner Wars 2081,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Stats']",9.99,False,Mostly Negative,52.0,2012,0
Adventure,Little Inferno,['Single-player'],9.99,False,Very Positive,68.0,2012,1
Adventure,Scribblenauts Unlimited,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",19.99,False,Very Positive,75.0,2012,1
Action,Hitman: Absolution™,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Very Positive,79.0,2012,0
Adventure,Assassin’s Creed® III,"['Single-player', 'Multi-player', 'Partial Controller Support']",19.99,False,Mostly Positive,80.0,2012,1
Indie,Thomas Was Alone,"['Single-player', 'Steam Achievements', 'Full controller support']",9.99,False,Very Positive,77.0,2012,4
Action,Clan of Champions,"['Single-player', 'Multi-player', 'Co-op']",1.99,False,Mixed,42.0,2012,0
Action,Natural Selection 2,"['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor']",9.99,False,Very Positive,80.0,2012,0
Action,Painkiller Hell & Damnation,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",19.99,False,Mostly Positive,64.0,2012,0
Adventure,Pid,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support']",9.99,False,Mostly Positive,63.0,2012,1
Action,Deadlight,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Very Positive,78.0,2012,0
RPG,King's Bounty: Warriors of the North,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Mostly Positive,74.0,2012,6
Action,Lucius,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Very Positive,59.0,2012,0
Action,Chivalry: Medieval Warfare,"['Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Includes level editor']",24.99,False,Very Positive,79.0,2012,0
Action,Mark of the Ninja,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Overwhelmingly Positive,91.0,2012,0
Strategy,Worms Revolution,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Very Positive,73.0,2012,10
Action,Of Orcs And Men,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",14.99,False,Mostly Positive,69.0,2012,0
Action,Hell Yeah! Wrath of the Dead Rabbit,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Very Positive,64.0,2012,0
Action,McPixel,"['Single-player', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",4.99,False,Very Positive,76.0,2012,0
Action,Dishonored,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",9.99,False,Overwhelmingly Positive,91.0,2012,0
Action,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Very Positive,75.0,2012,0
Action,Sniper Elite V2 - The Neudorf Outpost Pack,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,Positive,66.0,2012,0
Casual,Dream Pinball 3D,"['Single-player', 'Multi-player', 'Shared/Split Screen']",6.99,False,Mostly Negative,61.0,2012,2
Action,Torchlight II,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",19.99,False,Overwhelmingly Positive,88.0,2012,0
Strategy,XCOM: Enemy Unknown,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",29.99,False,Overwhelmingly Positive,89.0,2012,10
Indie,Gateways,"['Single-player', 'Steam Achievements', 'Full controller support']",4.99,False,Very Positive,72.0,2012,4
Action,Tryst,"['Single-player', 'Multi-player', 'Steam Achievements', 'Stats', 'Steam Leaderboards']",14.99,False,Negative,50.0,2012,0
Indie,FTL: Faster Than Light,"['Single-player', 'Steam Trading Cards']",9.99,False,Overwhelmingly Positive,84.0,2012,4
Action,Borderlands 2,"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Overwhelmingly Positive,89.0,2012,0
Adventure,Secret Files 3,['Single-player'],9.99,False,Mixed,67.0,2012,1
Racing,F1 2012™,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,Very Positive,80.0,2012,7
Adventure,Home,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",2.99,False,Mostly Positive,69.0,2012,1
Action,Shad'O,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,Mixed,68.0,2012,0
Action,I Am Alive,"['Single-player', 'Partial Controller Support']",14.99,False,Mixed,66.0,2012,0
Action,DARK SOULS™: Prepare To Die™ Edition,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",19.99,False,Very Positive,85.0,2012,0
Action,Tiny Troopers,['Single-player'],4.99,False,Very Positive,57.0,2012,0
RPG,Jagged Alliance: Crossfire,"['Single-player', 'Steam Achievements', 'Stats']",14.99,False,Mixed,63.0,2012,6
Action,They Bleed Pixels,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Very Positive,74.0,2012,0
Adventure,Snapshot,['Single-player'],9.99,False,Mostly Positive,74.0,2012,1
Strategy,Galactic Civilizations® I: Ultimate Edition,['Single-player'],9.99,False,Mixed,83.0,2012,10
Action,Tower Wars,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards']",7.99,False,Mostly Positive,59.0,2012,0
Action,Tales From Space: Mutant Blobs Attack,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",7.99,False,Very Positive,83.0,2012,0
Action,Check vs Mate,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Mixed,69.0,2012,0
Adventure,Thirty Flights of Loving,"['Single-player', 'Commentary available']",4.99,False,Mixed,88.0,2012,1
Action,Cannon Fodder 3,"['Single-player', 'Co-op']",14.99,False,Mixed,49.0,2012,0
Action,Symphony,"['Single-player', 'Steam Achievements']",8.99,False,Very Positive,75.0,2012,0
Adventure,Deponia,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Very Positive,74.0,2012,1
Strategy,Rigonauts,"['Single-player', 'Steam Achievements']",9.99,False,Mixed,60.0,2012,10
Adventure,Unmechanical,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",9.99,False,Very Positive,74.0,2012,1
Adventure,Resonance,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Very Positive,76.0,2012,1
Action,Orcs Must Die! 2,"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Overwhelmingly Positive,83.0,2012,0
Action,Prototype 2,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",39.99,False,Mixed,76.0,2012,0
Strategy,Endless Space® - Collection,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Very Positive,77.0,2012,10
Indie,Tiny and Big: Grandpa's Leftovers,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Very Positive,75.0,2012,4
RPG,SpellForce 2: Faith in Destiny,"['Single-player', 'Multi-player', 'Co-op']",14.99,False,Mixed,55.0,2012,6
Strategy,Magic: The Gathering - Duels of the Planeswalkers 2013,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Very Positive,77.0,2012,10
Action,Game of Thrones,"['Single-player', 'Steam Achievements', 'Full controller support']",14.99,False,Mostly Positive,58.0,2012,0
Action,Spec Ops: The Line,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",29.99,False,Very Positive,76.0,2012,0
Indie,Sins of a Solar Empire®: Rebellion,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",39.99,False,Very Positive,82.0,2012,4
Action,Iron Front: Digital War Edition,"['Single-player', 'Multi-player']",14.99,False,Mixed,55.0,2012,0
Action,Conflict Desert Storm™,['Single-player'],6.99,False,Very Positive,56.0,2002,0
Action,Alan Wake's American Nightmare,"['Single-player', 'Full controller support']",9.99,False,Mostly Positive,73.0,2012,0
Action,Thief™ II: The Metal Age,['Single-player'],6.99,False,Very Positive,87.0,2000,0
Action,Batman: Arkham City - Game of the Year Edition,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Overwhelmingly Positive,91.0,2012,0
Action,Thief™ Gold,['Single-player'],6.99,False,Very Positive,92.0,1998,0
Adventure,Botanicula,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",9.99,False,Overwhelmingly Positive,82.0,2012,1
Action,Nexuiz,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",9.99,False,Mixed,54.0,2012,0
Action,Street Fighter X Tekken,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Partial Controller Support']",29.99,False,Mixed,79.0,2012,0
Adventure,Offspring Fling!,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",7.99,False,Very Positive,79.0,2012,1
Adventure,The Dream Machine: Chapter 1 & 2,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",3.99,False,Very Positive,75.0,2012,1
Adventure,Sonic the Hedgehog 4 - Episode II,"['Single-player', 'Partial Controller Support']",9.99,False,Very Positive,54.0,2012,1
Adventure,MacGuffin's Curse,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,False,Positive,73.0,2012,1
Action,Blades of Time,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Very Positive,63.0,2012,0
Action,Lone Survivor: The Director's Cut,"['Single-player', 'Steam Cloud']",14.99,False,Very Positive,81.0,2012,0
Adventure,The Walking Dead,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",24.99,False,Overwhelmingly Positive,82.0,2012,1
Action,Fireburst,"['Single-player', 'Multi-player']",9.99,False,Mixed,59.0,2012,0
Action,A Valley Without Wind,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",14.99,False,Mixed,54.0,2012,0
Action,Noitu Love 2: Devolution,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,Very Positive,80.0,2012,0
Strategy,Warlock - Master of the Arcane,"['Single-player', 'Multi-player', 'Steam Trading Cards']",24.99,False,Very Positive,71.0,2012,10
Strategy,Naval War: Arctic Circle,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']",19.99,False,Mixed,64.0,2012,10
Adventure,Legend of Grimrock,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']",14.99,False,Very Positive,82.0,2012,1
Action,Stellar Impact,"['Multi-player', 'Steam Trading Cards']",9.99,False,Mostly Negative,74.0,2012,0
Strategy,Avernum: Escape From the Pit,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats']",9.99,False,Very Positive,76.0,2012,10
Action,Men of War: Condemned Heroes,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Cloud', 'Includes level editor']",7.99,False,Mixed,57.0,2012,0
RPG,The Witcher 2: Assassins of Kings Enhanced Edition,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,Very Positive,88.0,2011,6
Action,Insanely Twisted Shadow Planet,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",14.99,False,Very Positive,76.0,2012,0
Action,Deep Black: Reloaded,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",29.99,False,Mostly Negative,39.0,2012,0
Action,Sniper Elite V2,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,Very Positive,66.0,2012,0
Action,Mount & Blade: Warband - Napoleonic Wars,"['Multi-player', 'Downloadable Content']",9.99,False,Very Positive,83.0,2012,0
Strategy,Wargame: European Escalation,"['Single-player', 'Multi-player', 'Steam Achievements', 'Valve Anti-Cheat enabled']",9.99,False,Mostly Positive,81.0,2012,10
Action,Shank 2,"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Very Positive,72.0,2012,0
Adventure,The Blackwell Legacy,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,False,Very Positive,80.0,2012,1
Adventure,Blackwell Deception,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",9.99,False,Very Positive,73.0,2012,1
Action,Evochron Mercenary,"['Single-player', 'Multi-player', 'Co-op', 'Steam Trading Cards']",19.99,False,Mostly Positive,70.0,2012,0
Action,Dustforce DX,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Very Positive,79.0,2012,0
Action,Kingdoms of Amalur: Reckoning™,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Very Positive,81.0,2012,0
Action,Unstoppable Gorg,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Mostly Positive,73.0,2012,0
Action,The Darkness II,"['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']",29.99,False,Very Positive,77.0,2012,0
Strategy,Crusader Kings Complete,"['Single-player', 'Multi-player']",9.99,False,Mixed,73.0,2012,10
Action,SOL: Exodus,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",7.99,False,Mixed,57.0,2012,0
Simulation,Age of Empires® III: Complete Collection,"['Single-player', 'Multi-player', 'Steam Trading Cards']",39.99,False,Very Positive,81.0,2009,8
Adventure,LEGO Harry Potter: Years 5-7,"['Single-player', 'Shared/Split Screen', 'Full controller support']",19.99,False,Very Positive,80.0,2012,1
Action,Choplifter HD,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",9.99,False,Very Positive,65.0,2012,0
Adventure,Sideway™ New York,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Mixed,71.0,2011,1
Action,Saints Row: The Third,"['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,False,Overwhelmingly Positive,84.0,2011,0
Action,Rochard,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",9.99,False,Very Positive,81.0,2011,0
Adventure,Gemini Rue,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Very Positive,82.0,2011,1
Action,Global Ops: Commando Libya,"['Single-player', 'Multi-player', 'Steam Achievements']",4.99,False,Mostly Negative,37.0,2011,0
Action,Renegade Ops,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",15.0,False,Very Positive,76.0,2011,0
Racing,Ignite,"['Single-player', 'Multi-player']",9.99,False,Mixed,59.0,2011,7
Simulation,Take On Helicopters,"['Single-player', 'Multi-player', 'Co-op', 'Captions available', 'Partial Controller Support', 'Includes level editor']",19.99,False,Mixed,70.0,2011,8
Indie,inMomentum,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Very Positive,59.0,2011,4
Action,Lord of the Rings: War in the North,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud']",19.99,False,Mostly Positive,66.0,2011,0
Action,Dungeon Defenders,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",14.99,False,Very Positive,81.0,2011,0
Casual,Worms Blast,['Single-player'],7.99,False,Mixed,73.0,2002,2
Action,PAYDAY™ The Heist,"['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",14.99,False,Very Positive,76.0,2011,0
Action,Steel Storm: Burning Retribution,"['Single-player', 'Multi-player', 'Co-op', 'Steam Trading Cards', 'Partial Controller Support', 'Includes level editor']",14.99,False,Very Positive,55.0,2011,0
Action,RAGE,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']",9.99,False,Mostly Positive,79.0,2011,0
Action,Orcs Must Die!,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Overwhelmingly Positive,83.0,2011,0
RPG,Might & Magic: Clash of Heroes,"['Single-player', 'Multi-player', 'Co-op', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",9.99,False,Very Positive,76.0,2011,6
Action,Nuclear Dawn,"['Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards', 'Includes level editor']",9.99,False,Very Positive,71.0,2011,0
RPG,Dungeons - The Dark Lord,"['Single-player', 'Multi-player', 'Steam Achievements']",19.99,False,Mostly Negative,72.0,2011,6
Strategy,Worms Ultimate Mayhem,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",14.99,False,Very Positive,66.0,2011,10
RPG,King Arthur: Fallen Champions,['Single-player'],4.99,False,Mixed,54.0,2011,6
Action,Xotic,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Very Positive,67.0,2011,0
Racing,F1 2011,"['Single-player', 'Multi-player', 'Co-op']",14.99,False,Mostly Positive,83.0,2011,7
Casual,Blocks That Matter,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",4.99,False,Very Positive,72.0,2011,2
Action,Bastion,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Overwhelmingly Positive,86.0,2011,0
Adventure,From Dust,['Single-player'],14.99,False,Mixed,76.0,2011,1
RPG,Avadon: The Black Fortress,"['Single-player', 'Steam Achievements', 'Stats']",9.99,False,Very Positive,75.0,2011,6
Action,Chantelise - A Tale of Two Sisters,"['Single-player', 'Partial Controller Support']",9.99,False,Mostly Positive,62.0,2011,0
Strategy,Supreme Ruler: Cold War,"['Single-player', 'Multi-player']",9.99,False,Mixed,63.0,2011,10
Strategy,Pirates of Black Cove,"['Single-player', 'Steam Achievements']",9.99,False,Mixed,56.0,2011,10
Adventure,LIMBO,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",9.99,False,Very Positive,88.0,2011,1
Strategy,Kohan: Ahriman's Gift,"['Single-player', 'Multi-player', 'Co-op']",9.99,False,Positive,79.0,2001,10
Strategy,Kohan: Immortal Sovereigns,"['Single-player', 'Multi-player', 'Co-op']",9.99,False,Positive,87.0,2001,10
Strategy,Kohan II: Kings of War,"['Single-player', 'Multi-player', 'Co-op']",9.99,False,Very Positive,81.0,2004,10
Strategy,Cossacks: European Wars,['Single-player'],4.99,False,Mostly Positive,74.0,2001,10
Adventure,Post Mortem,['Single-player'],7.99,False,Mixed,71.0,2002,1
Strategy,American Conquest: Fight Back,['Single-player'],4.99,False,Mostly Positive,66.0,2003,10
Strategy,Robin Hood: The Legend of Sherwood,['Single-player'],7.99,False,Mixed,80.0,2002,10
Strategy,American Conquest,['Single-player'],4.99,False,Mixed,76.0,2003,10
Strategy,Cossacks: Art of War,['Single-player'],4.99,False,Very Positive,74.0,2002,10
Strategy,Cossacks II: Napoleonic Wars,['Single-player'],4.99,False,Mixed,73.0,2005,10
Strategy,Cossacks II: Battle for Europe,"['Single-player', 'Multi-player']",4.99,False,Mixed,69.0,2006,10
Indie,Achron,"['Single-player', 'Multi-player']",19.99,False,Mixed,54.0,2011,4
Action,Quake IV,"['Single-player', 'Multi-player', 'Steam Cloud']",14.99,False,Very Positive,81.0,2005,0
Adventure,Trauma,['Single-player'],6.99,False,Mostly Positive,62.0,2011,1
Casual,Critical Mass,"['Single-player', 'Steam Achievements']",1.99,False,Very Positive,81.0,2011,2
Indie,Cthulhu Saves the World,"['Single-player', 'Full controller support', 'Steam Trading Cards']",2.99,False,Very Positive,78.0,2011,4
Casual,Dungeons of Dredmor,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Stats', 'Steam Leaderboards']",4.99,False,Very Positive,79.0,2011,2
Action,Trapped Dead,"['Single-player', 'Multi-player', 'Co-op', 'Steam Trading Cards']",4.99,False,Mostly Negative,50.0,2011,0
Action,Operation Flashpoint: Red River,"['Single-player', 'Multi-player', 'Co-op']",9.99,False,Mixed,67.0,2011,0
Action,Red Faction®: Armageddon™,"['Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",19.99,False,Mostly Positive,75.0,2011,0
Simulation,Pride of Nations,"['Single-player', 'Multi-player']",19.99,False,Mixed,70.0,2011,8
Action,Jamestown,"['Single-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards']",9.99,False,Overwhelmingly Positive,81.0,2011,0
Action,Vertex Dispenser,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Stats']",9.99,False,7 user reviews,70.0,2011,0
Adventure,Runaway: A Twist of Fate,['Single-player'],9.99,False,Very Positive,79.0,2011,1
Adventure,The Next BIG Thing,['Single-player'],9.99,False,Very Positive,75.0,2011,1
Adventure,Hector: Badge of Carnage - Full Series,['Single-player'],19.99,False,Very Positive,75.0,2011,1
Action,Yar's Revenge,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support']",9.99,False,Mixed,56.0,2011,0
Action,Capsized,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats']",9.99,False,Very Positive,80.0,2011,0
Action,Mount & Blade: With Fire & Sword,"['Single-player', 'Multi-player', 'Steam Achievements']",9.99,False,Very Positive,68.0,2011,0
Action,Section 8®: Prejudice™,['Single-player'],9.99,False,Mostly Positive,77.0,2011,0
Adventure,The Tiny Bang Story,"['Single-player', 'Steam Trading Cards']",4.99,False,Very Positive,63.0,2011,1
Action,Garshasp: The Monster Slayer,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",4.99,False,Mixed,49.0,2011,0
Action,Hydrophobia: Prophecy,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,Mixed,64.0,2011,0
Adventure,Lume,['Single-player'],5.99,False,Mixed,69.0,2011,1
Action,Terraria,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Overwhelmingly Positive,83.0,2011,0
Strategy,Duels of the Planeswalkers Gold Deck Bundle,,9.99,False,,69.0,2011,10
Adventure,Syberia II,"['Single-player', 'Steam Trading Cards']",12.99,False,Very Positive,80.0,2004,1
Adventure,Syberia,"['Single-player', 'Steam Trading Cards']",12.99,False,Very Positive,82.0,2002,1
Action,Naval Warfare,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Partial Controller Support']",2.99,False,Mixed,57.0,2011,0
Strategy,Hearts of Iron III Semper Fi: Dies Irae Götterdämmerung,"['Single-player', 'Multi-player', 'Downloadable Content']",0.99,False,1 user reviews,65.0,2011,10
Casual,Fortix 2,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",1.99,False,Very Positive,74.0,2011,2
Casual,NightSky,['Single-player'],9.99,False,Very Positive,78.0,2011,2
Indie,SpaceChem,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Overwhelmingly Positive,84.0,2011,4
Strategy,The Settlers 7: Paths to a Kingdom: Deluxe Gold Edition,"['Single-player', 'Multi-player']",19.99,False,Mixed,79.0,2011,10
Indie,Atom Zombie Smasher,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Stats']",9.99,False,Very Positive,75.0,2011,4
Action,Post Apocalyptic Mayhem,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",9.99,False,Very Positive,44.0,2011,0
Action,Revenge of the Titans,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Very Positive,79.0,2011,0
Action,Assassin’s Creed® Brotherhood,"['Single-player', 'Multi-player', 'Partial Controller Support']",19.99,False,Very Positive,88.0,2011,0
Action,LEGO® Star Wars™ III - The Clone Wars™,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Very Positive,76.0,2011,0
