genres,app_name,specs,price,early_access,sentiment,metascore,publisher_encoded,app_name_encoded,title_encoded,url_encoded,developer_encoded,sentiment_encoded,genres_encoded,tags_encoded,reviews_url_encoded,specs_encoded,year
Indie,Mad Snowboarding,Single,8.99,False,5,0.0,1851,15654,14677,11907,2531,4,10,86,11906,17,2015
Adventure,The Dreamatorium of Dr. Magnus 2,Single,7.99,False,Mostly,0.0,7224,26959,25337,11474,9657,10,2,26,11473,17,2015
Action,QuestEvent,Single,2.99,False,Mixed,0.0,2514,19978,18715,8941,3415,9,1,137,8940,17,2015
Adventure,Shades of Black,Single,11.99,False,9,0.0,7167,23617,22228,7606,5617,8,2,6,7605,17,2015
Action,Shift Happens Demo,Single,0.0,False,Positive,0.0,3798,23754,22359,11981,5125,13,1,5,11980,17,2015
Simulation,FSX: Steam Edition - Air Alaska Add-On,Single,16.99,False,Mixed,0.0,2015,8882,8286,9375,9056,9,15,155,9374,17,2015
Simulation,FSX: Steam Edition - Piper J-3 Cub Add-On,Single,39.99,False,Mostly,0.0,2015,8950,8354,9086,188,10,15,155,9085,17,2015
Racing,RIDE - 2015 Top Bikes Pack 1,Single,5.99,False,8,0.0,4449,20084,18811,11455,5984,7,14,139,11454,17,2015
Racing,RIDE: Season Pass,Single,14.99,False,Unknown,0.0,4449,20086,18813,8462,5984,14,14,155,8461,17,2015
Racing,RIDE - 2015 Top Bikes Pack 2,Single,5.99,False,8,0.0,4449,20085,18812,11457,5984,7,14,139,11456,17,2015
Action,Lovers in a Dangerous Spacetime,Single,14.99,False,Overwhelmingly,80.0,603,15347,14389,2771,787,12,1,93,2770,17,2015
Indie,Fate Tectonics,Single,0.49,False,Mostly,0.0,7140,10107,9493,10462,3937,10,10,86,10461,17,2015
Action,Alien Robot Monsters - Soundtrack,Single,3.99,False,Unknown,0.0,7288,1096,1024,11453,5176,14,1,171,11452,17,2015
Action,Alien Robot Monsters,Single,5.99,False,Very,0.0,3842,1095,1023,11348,5176,15,1,171,11347,17,2015
Racing,MotoGP™15 Red Bull Rookies Cup,Single,3.99,False,3,0.0,4449,16901,15842,11423,5984,2,14,155,11422,17,2015
Action,Cross of the Dutchman,Single,8.99,False,Mostly,59.0,7169,5513,5147,10766,9578,10,1,5,10765,17,2015
Action,Cross of the Dutchman - Artbook,Single,2.99,False,Unknown,0.0,7288,5514,5148,11984,9578,14,1,5,11983,17,2015
Action,Cross of the Dutchman - Papercraft,Single,0.99,False,Unknown,0.0,7288,5515,5149,11985,9578,14,1,5,11984,17,2015
Action,Cross of the Dutchman - Soundtrack,Single,3.99,False,Unknown,0.0,7288,5516,5150,11983,9578,14,1,5,11982,17,2015
Casual,Rocksmith® 2014 – The All-American Rejects Song Pack,Single,7.99,False,Unknown,0.0,7288,22491,21151,9794,9698,14,5,26,9793,17,2015
Casual,Rocksmith® 2014 – The All-American Rejects - “Gives You Hell”,Single,2.99,False,Unknown,0.0,7288,22489,21149,9793,9698,14,5,26,9792,17,2015
Indie,fault - milestone two side:above,Single,14.99,False,Overwhelmingly,0.0,6117,31840,29823,8055,216,12,10,187,8054,17,2015
Action,"Warhammer 40,000: Regicide",Single,14.99,False,Mostly,72.0,3062,30429,28485,6413,4110,10,1,190,6412,17,2015
Free,Nightside Demo,Single,0.0,False,Mostly,0.0,4923,17653,16552,11462,6585,10,9,171,11461,17,2015
Action,Paperbound - Official Soundtrack,Single,3.99,False,Unknown,0.0,1968,18704,17541,11754,10160,14,1,5,11753,17,2015
Action,Master Spy OST,Single,4.99,False,1,0.0,7288,16152,15148,11593,9044,0,1,5,11592,17,2015
Action,Circa Infinity,Single,4.99,False,Very,80.0,3735,4657,4344,11302,5039,15,1,86,11301,17,2015
Action,Circa Infinity Original Soundtrack,Single,3.99,False,1,0.0,3735,4659,4346,11494,4720,0,1,5,11493,17,2015
Action,Star Conflict: Fleet Strength - Loki,Multi,24.99,False,7,0.0,2741,24976,23463,11740,8684,6,1,5,11739,12,2015
Action,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,Single,0.99,False,Overwhelmingly,0.0,8037,23836,22433,9013,10744,12,1,115,9012,17,2015
Strategy,Act of Aggression - Reboot Edition,Single,29.99,False,Mixed,71.0,2563,739,686,6116,3123,9,18,171,6115,17,2015
Simulation,Train Simulator: DB BR 261 'Voith Gravita' Loco Add-On,Single,19.99,False,Mixed,0.0,2019,28689,26949,6599,2724,9,15,155,6598,17,2015
Action,Awesomenauts - Electronic Supersonic Cybertronic Rocco Skin,Single,7.99,False,Positive,0.0,5880,2058,1922,11044,7852,13,1,171,11043,17,2015
Action,Streamline,Single,10.99,False,Mixed,0.0,2655,25402,23861,11505,3599,9,1,5,11504,17,2015
Action,Awesomenauts - Dragon Huntress Ksenia Skin,Single,4.99,False,5,0.0,5880,2057,1921,11045,7852,4,1,171,11044,17,2015
RPG,Endless Legend™ - Shadows,Single,12.99,False,Mostly,0.0,5955,8129,7571,10131,223,10,13,136,10130,17,2015
Adventure,Bosch's Damnation Demo,Single,0.0,False,6,0.0,7166,3371,3153,11891,5617,5,2,6,11890,17,2015
Action,Kitchen Simulator 2015,Single,0.99,False,Mostly,0.0,7562,14379,13490,11878,10137,10,1,155,11877,17,2015
Adventure,Alpha Runner,Single,0.99,False,Very,0.0,4003,1180,1101,11032,5396,15,2,26,11031,17,2015
Adventure,Armello Original Soundtrack - Wyld's Call,Single,9.99,False,Positive,0.0,3951,1642,1529,11852,5322,13,2,171,11851,17,2015
Strategy,Company of Heroes 2 - The British Forces,Multi,12.99,False,1,80.0,6114,5138,4793,9476,7645,0,18,171,9475,12,2015
Action,Raiden IV: OverKill,Single,14.99,False,Very,0.0,3033,20469,19184,6451,6128,15,1,5,6450,17,2015
Casual,Boss Monster: The Player's Choice,Single,1.99,False,Unknown,0.0,5321,3377,3159,9302,7115,14,5,171,9301,17,2015
Adventure,Get Rich or Die Gaming,Single,2.99,False,2,0.0,754,11430,10755,11655,960,1,2,6,11654,17,2010
Casual,Cute Things Dying Violently,Single,2.99,False,Positive,0.0,499,5725,5347,5483,640,13,5,86,5482,17,2015
Action,Buff Knight Advanced,Single,2.99,False,Mostly,0.0,1132,3612,3369,10871,1471,10,1,136,10870,17,2015
Casual,BattleQuiz,Single,2.99,False,9,0.0,5332,2584,2420,11790,7713,8,5,86,11789,17,2015
Simulation,FSX: Steam Edition - Lukla Airport (VNLK) Add-On,Single,19.99,False,Positive,0.0,2015,8936,8340,10469,355,13,15,155,10468,17,2015
Adventure,Lumini,Single,12.99,False,Positive,69.0,5809,15396,14434,9147,8586,13,2,86,9146,17,2015
Simulation,Bowl Bound College Football,Single,19.99,False,Mixed,80.0,7433,3420,3197,11840,4008,9,15,165,11839,17,2015
Action,Burgers,Single,2.99,False,Mixed,0.0,8132,3675,3430,10900,10863,9,1,86,10899,17,2015
Adventure,Zxill: A Legend of Time,Single,6.99,True,Unknown,0.0,7774,31728,29716,11793,10433,14,2,52,11792,17,2015
Sports,Rugby World Cup 2015,Single,29.99,False,Mostly,0.0,869,22763,21407,9471,4076,10,17,165,9470,17,2015
Casual,Snik - Soundtrack,Single,0.99,False,Unknown,0.0,7288,24281,22840,11882,1860,14,5,86,11881,17,2015
Adventure,Wild Island Quest,Single,1.99,False,Mixed,0.0,4649,30816,28853,11451,6242,9,2,86,11450,17,2015
Action,Rubber and Lead,Single,4.99,False,Mixed,0.0,7288,22747,21392,11159,6665,9,1,5,11158,17,2015
Adventure,DungeonUp,Single,4.99,False,Very,0.0,930,7643,7124,11095,1861,15,2,86,11094,17,2014
Casual,Snik,Single,2.99,False,Mixed,0.0,1414,24280,22839,11053,1860,9,5,26,11052,17,2015
Action,Hyperspace Invaders II: Pixel Edition,Single,4.99,False,Very,0.0,930,13220,12413,11781,3067,15,1,86,11780,17,2015
Indie,A Wise Use of Time,Single,6.99,False,Very,0.0,1359,436,408,11788,1782,15,10,136,11787,17,2015
Indie,A Wise Use of Time Demo,Single,0.0,False,Unknown,0.0,1359,437,409,11789,1782,14,10,136,11788,17,2015
Action,Rampage Knights,Single,11.99,False,Very,80.0,5615,20513,19225,5879,7490,15,1,5,5878,17,2015
Casual,Wizards' Clash,Single,4.99,False,Mixed,0.0,1688,30961,28988,8470,2275,9,5,171,8469,17,2015
Adventure,Freedom Cry,Single,6.99,False,Mixed,0.0,7513,10828,10176,11626,10077,9,2,86,11625,17,2015
Adventure,Fireflies,Single,1.99,False,Negative,0.0,5217,10296,9672,11699,6981,11,2,6,11698,17,2015
Adventure,Mooch,Single,4.99,False,Positive,0.0,1547,16806,15754,11829,2059,13,2,6,11828,17,2015
Action,Fjall,Single,2.99,False,1,0.0,1945,10360,9731,11851,10614,0,1,5,11850,17,2015
Adventure,Lumini - Original Soundtrack / Artbook,Single,4.99,False,Unknown,0.0,5809,15397,14435,11715,8586,14,2,6,11714,17,2015
Action,Mos Speedrun 2,Single,8.99,False,Positive,0.0,5237,16871,15812,7120,7010,13,1,5,7119,17,2015
nan,Tinertia,Single,11.99,False,Very,0.0,7288,28149,27768,5732,9767,15,22,5,5731,17,1999
Action,Gunman Clive 2,Single,2.99,False,Positive,0.0,3273,12060,11337,11565,4369,13,1,86,11564,17,2015
Casual,Unfair Jousting Fair,Single,4.99,False,Mixed,0.0,5862,29508,27732,10344,7820,9,5,165,10343,17,2015
Casual,Zoo Empire,Single,6.99,False,Positive,59.0,5762,31687,29675,4381,3052,13,5,171,4380,17,2004
Action,Wars and Warriors: Joan of Arc,Single,6.99,False,Very,60.0,5762,30531,28584,4719,3052,15,1,5,4718,17,2004
Adventure,Noctropolis,Single,9.99,False,Positive,0.0,4789,17743,16635,10313,3429,13,2,6,10312,17,1994
Casual,Marine Park Empire,Single,6.99,False,Positive,58.0,5762,16042,15046,4728,3052,13,5,26,4727,17,2004
Action,Call of Duty®: Advanced Warfare - Reckoning,Single,14.99,False,Mostly,0.0,260,3946,3674,6178,8403,10,1,5,6177,17,2015
Action,Awesomenauts - Cosmic Captain Ksenia Skin,Single,2.99,False,6,0.0,5880,2049,1913,11046,7852,5,1,171,11045,17,2015
nan,InCell VR,Single,0.0,False,Mixed,0.0,7288,13447,27768,11665,9767,9,22,184,11664,17,1999
Indie,Painters Guild - Soundtrack,Single,4.99,False,Unknown,0.0,4092,18628,17470,11648,5522,14,10,86,11647,17,2015
Action,Almightree: The Last Dreamer,Single,4.99,False,Mostly,0.0,1930,1166,1087,9618,1777,10,1,86,9617,17,2015
Action,Vapour: Part 1 (Soundtrack),Single,3.99,False,Unknown,0.0,7288,29852,27968,10367,8368,14,1,5,10366,17,2015
Action,Abduction Action! Plus,Single,1.99,False,Mixed,0.0,2681,648,602,9134,3627,9,1,5,9133,17,2015
Adventure,Armello,Single,19.99,False,Very,75.0,3951,1637,1524,4531,5322,15,2,19,4530,17,2015
Casual,"Rocksmith® 2014 – Earth, Wind & Fire - “September”",Single,2.99,False,Unknown,0.0,7288,22078,20738,9787,9698,14,5,26,9786,17,2015
Casual,"Rocksmith® 2014 – Earth, Wind & Fire - “Shining Star”",Single,2.99,False,Unknown,0.0,7288,22079,20739,9788,9698,14,5,26,9787,17,2015
Casual,"Rocksmith® 2014 – Earth, Wind & Fire - “Sing A Song”",Single,2.99,False,Unknown,0.0,7288,22080,20740,9789,9698,14,5,26,9788,17,2015
Casual,Reigning Cats,Single,1.99,False,5,0.0,4607,20768,19461,11813,6189,4,5,26,11812,17,2015
Action,Azure Striker Gunvolt,Single,14.99,False,Very,0.0,3303,2145,2009,11105,4406,15,1,5,11104,17,2015
Adventure,Stray Cat Crossing,Single,2.99,False,Very,0.0,2628,25397,23856,10865,4925,15,2,86,10864,17,2015
Action,AZURE PHOSPHORESCENCE,Single,9.99,False,Positive,0.0,3303,631,587,11730,4406,13,1,5,11729,17,2015
Action,Labyronia RPG 2,Single,2.99,False,Mostly,0.0,2270,14700,13786,11773,5257,10,1,9,11772,17,2015
Action,AZURE STRIKER GUNVOLT OFFICIAL SOUNDTRACK,Single,9.99,False,5,0.0,3303,632,588,11442,4406,4,1,5,11441,17,2015
Action,Razenroth,Single,4.99,False,Very,0.0,2246,20559,19267,7637,3050,15,1,136,7636,17,2015
Indie,Bob Was Hungry Demo,Single,0.0,False,8,0.0,6201,3238,3032,11826,8260,7,10,86,11825,17,2015
Adventure,Ashes of Immortality II,Single,6.99,False,Mixed,0.0,7513,1728,1611,9232,10077,9,2,136,9231,17,2015
Animation,Camtasia - Subscription,nan,0.0,False,Mostly,0.0,6854,4112,3839,2807,9175,10,3,185,2806,22,2015
Action,Immortal Defense,Single,9.99,False,Very,0.0,6608,13382,12562,5115,8832,15,1,86,5114,17,2007
Adventure,Rememoried,Single,9.99,False,Mixed,0.0,3077,20797,19486,9643,9990,9,2,6,9642,17,2015
Simulation,Industry Transporters,Single,9.99,True,Mostly,0.0,4173,13488,12660,10220,5755,10,15,52,10219,17,2015
Casual,Tisnart Tiles,Single,2.99,False,2,0.0,7065,28171,26453,11857,9442,1,5,26,11856,17,2015
Action,Deliverance,Single,4.99,False,Mixed,0.0,6744,6617,6187,11752,9005,9,1,86,11751,17,2015
Casual,Tinboy,Single,0.99,False,Mixed,0.0,728,28148,26433,11881,7536,9,5,86,11880,17,2015
Indie,MiniDrivers,Single,5.99,False,Mixed,0.0,3513,16635,15594,10874,4687,9,10,139,10873,17,2015
Action,Containment Protocol,Single,3.99,True,Mixed,0.0,7704,5214,4865,8153,10339,9,1,52,8152,17,2015
Adventure,STASIS,Single,19.99,False,Mostly,79.0,6753,23039,21672,10530,9019,10,2,6,10529,17,2015
Adventure,Hoven the Sages Spinel,Single,1.99,False,9,0.0,3234,13046,12248,11861,1390,8,2,86,11860,17,2015
Action,STOORM - Full Edition.,Single,3.99,False,Unknown,0.0,2836,23054,21687,9483,3817,14,1,5,9482,17,2015
Action,Iggy's Egg Adventure,Single,4.99,False,Very,0.0,2891,13359,12541,9488,3892,15,1,86,9487,17,2015
Action,Urizen Shadows of the Cold Deluxe Frosty Edition,Single,0.99,False,2,0.0,981,29617,27829,11782,1273,1,1,5,11781,17,1999
Casual,Let the Cat in,Single,0.0,False,Mostly,0.0,2181,14945,14017,9711,2946,10,5,66,9710,17,2015
Action,Satellite Reign,Single,29.99,False,Mostly,75.0,122,23313,21932,3606,133,10,1,42,3605,17,2015
Action,One More Line,Single,2.99,False,Mostly,0.0,5974,18137,17008,8876,7964,10,1,86,8875,17,2015
Adventure,Port of Call,Single,0.0,False,Very,0.0,7271,19395,18181,8856,9747,15,2,86,8855,17,2015
Adventure,Caveman Craig,Single,4.99,False,Mostly,0.0,5136,4355,4063,9299,6866,10,2,171,9298,17,2015
Action,Proto Raider,Single,2.99,False,Very,0.0,5510,19720,18479,10914,7326,15,1,86,10913,17,2015
Action,Magnetic: Cage Closed - Challenge Map Pack DLC,Single,0.0,False,2,0.0,2934,15876,14890,11732,4066,1,1,5,11731,17,2015
Action,Caromble!,Single,12.99,True,Positive,0.0,1584,4231,3947,8251,2115,13,1,52,8250,17,2015
Casual,Redemption: Eternal Quest,Single,1.99,False,Mixed,0.0,6248,20719,19417,11318,8318,9,5,26,11317,17,2015
Action,Xenocide,Single,2.99,False,Mostly,0.0,6446,31311,29323,10630,1980,10,1,5,10629,17,2015
Action,Clown House (Palyaço Evi),Single,0.0,False,Mixed,0.0,592,4884,4555,11043,10667,9,1,82,11042,17,2015
Action,I Shall Remain,Single,9.99,False,Mixed,0.0,6075,13251,12442,4670,8100,9,1,86,4669,17,2015
RPG,Grandia® II Anniversary Edition,Single,19.99,False,Very,80.0,3024,11794,11091,6928,3670,15,13,90,6927,17,2015
Simulation,RPG Tycoon Demo,Single,0.0,False,Mostly,0.0,2736,20326,19051,11736,8357,10,15,171,11735,17,2015
Action,Mass Destruction,Single,4.99,False,7,0.0,1498,16133,15131,11720,6243,6,1,5,11719,17,2015
Animation,Leadwerks Game Launcher,Full,0.0,True,Mixed,0.0,3949,14822,13900,8783,5320,9,3,52,8782,5,2015
Action,Flywrench,Single,6.99,False,Very,0.0,4376,10488,9851,7392,5885,15,1,5,7391,17,2015
nan,Universe Sandbox ²,Single,24.99,True,Very,0.0,7288,29546,27768,1997,9767,15,22,52,1996,17,1999
Indie,The Last Warlock,Single,5.99,False,Positive,0.0,6412,27316,25673,10849,8533,13,10,171,10848,17,2015
Casual,Pretty Girls Mahjong Solitaire,Single,4.99,False,Mostly,0.0,7839,19495,18270,11525,10511,10,5,26,11524,17,2015
Action,Mega Man Legacy Collection / ロックマン クラシックス コレクション,Single,14.99,False,Mostly,85.0,1250,16288,15270,9312,1627,10,1,5,9311,17,2015
Indie,Owys,Single,0.99,False,Mostly,0.0,2827,18432,17285,11579,3805,10,10,86,11578,17,2015
Adventure,LISA the Joyful,Single,4.99,False,Very,0.0,7288,14626,13714,10452,2648,15,2,86,10451,17,2015
Adventure,Shelter 2 Mountains,Single,4.99,False,Very,0.0,7288,23731,22336,9609,5954,15,2,26,9608,17,2015
RPG,Pillars of Eternity - The White March Part I,Single,14.99,False,Mostly,0.0,7288,18947,17770,10050,6608,10,13,136,10049,17,2015
Action,Evoland 2,Single,19.99,False,Very,0.0,6194,8538,7957,9029,8253,15,1,136,9028,17,2015
Action,Evoland 2 - Soundtrack,Single,6.99,False,6,0.0,7288,8540,7959,11692,8253,5,1,5,11691,17,2015
Action,Nova-111,Single,8.99,False,Mostly,68.0,2692,17790,16679,6571,3635,10,1,86,6570,17,2015
Indie,Shadows of War Soundtrack,Single,0.99,False,1,0.0,7288,23673,22281,10981,9032,0,10,171,10980,17,2015
Action,Party Hard,Single,12.89,False,Very,64.0,8150,18739,17574,8861,7035,15,1,125,8860,17,2015
Adventure,Nyctophobia,Single,1.99,False,Mixed,0.0,4001,17829,16718,10371,5394,9,2,86,10370,17,2015
Action,Shutshimi,Single,9.99,False,Positive,0.0,1358,23854,22451,7079,6313,13,1,86,7078,17,2015
Indie,Hegemony III: Clash of the Ancients,Single,29.99,False,Mostly,0.0,4055,12537,11782,5602,5477,10,10,171,5601,17,2015
Casual,Rocksmith® 2014 – The Stone Roses - “Love Spreads”,Single,2.99,False,Unknown,0.0,7288,22550,21210,9783,9698,14,5,26,9782,17,2015
Simulation,Crookz - The Big Heist,Single,9.99,False,Very,74.0,3714,5508,5142,5665,8363,15,15,171,5664,17,2015
Action,Capsule Force,Single,4.99,False,8,0.0,3491,4149,3871,9352,10727,7,1,86,9351,17,2015
Action,Arclight Cascade,Single,0.0,False,Positive,0.0,3170,1577,1469,11345,4238,13,1,5,11344,17,2015
Casual,Rocksmith® 2014 – The Stone Roses - “I Wanna Be Adored”,Single,2.99,False,2,0.0,7288,22549,21209,9784,9698,1,5,26,9783,17,2015
Action,WARMODE,Multi,0.0,True,Mixed,0.0,7473,30174,28243,11367,10035,9,1,52,11366,12,2015
Casual,Rocksmith® 2014 – The Stone Roses - “She Bangs The Drums”,Single,2.99,False,Unknown,0.0,7288,22551,21211,9785,9698,14,5,26,9784,17,2015
Casual,Rocksmith® 2014 – The Stone Roses Song Pack,Single,7.99,False,Unknown,0.0,7288,22552,21212,9786,9698,14,5,26,9785,17,2015
Adventure,Amnesia™: Memories,Single,29.99,False,Very,0.0,3333,1272,1183,9034,4448,15,2,119,9033,17,2015
Indie,Coated,Single,4.99,False,3,0.0,5084,4945,4613,8732,10742,2,10,86,8731,17,2015
Action,Age of Survival,Single,18.99,True,Very,0.0,6093,943,883,9688,8127,15,1,52,9687,17,2015
Action,Knight & Damsel,Multi,9.99,False,2,0.0,4174,14413,13516,9200,5625,1,1,86,9199,12,2015
Adventure,Shadowrun: Hong Kong - Extended Edition,Single,19.99,False,Very,81.0,3095,23665,22274,8195,4147,15,2,136,8194,17,2015
Action,Knight & Damsel Soundtrack - Maggie McLean,Multi,3.99,False,Unknown,0.0,4174,14414,13517,9709,5681,14,1,5,9708,12,2015
Indie,Big Journey to Home,Single,3.99,False,Mixed,0.0,6932,2823,2645,11080,9281,9,10,86,11079,17,2015
Indie,Big Journey to Home - Official Soundtrack,Single,0.99,False,Unknown,0.0,6932,2825,2647,11304,9281,14,10,171,11303,17,2015
Indie,Big Journey to Home Demo,Single,0.0,False,2,0.0,6932,2826,2648,11305,9281,1,10,171,11304,17,2015
Action,Mute Crimson+ Soundtrack,Single,2.99,False,Unknown,0.0,3327,17042,15970,10990,4434,14,1,5,10989,17,2015
Casual,Tick: The Time Based Puzzle Game,Single,2.99,False,6,0.0,2488,28060,26351,11050,3369,5,5,171,11049,17,2015
Early,Pump-Action Captain,Single,9.99,True,Mixed,0.0,7288,19763,18519,10375,1399,9,7,52,10374,17,2015
nan,Satellite Reign Soundtrack,Downloadable,7.99,False,4,0.0,7288,23314,21933,11569,133,3,22,197,11568,4,2015
Strategy,Satellite Reign: Reboot - Prequel Novella,Downloadable,3.99,False,4,0.0,7288,23315,21934,11594,133,3,18,171,11593,4,2015
Action,Daydreamer: Awakened Edition,Single,10.99,False,Positive,0.0,209,6321,5906,11553,7838,13,1,5,11552,17,2015
Action,Spacejacked Demo,Single,0.0,False,5,0.0,5897,24714,23224,11661,7871,4,1,5,11660,17,2015
Action,Curse of the Crescent Isle DX,Single,4.99,False,Mostly,0.0,274,5702,5326,9424,330,10,1,6,9423,17,2015
Adventure,Farm Frenzy Collection,Single,19.99,False,Positive,0.0,1136,10047,9436,11328,402,13,2,26,11327,17,2015
Action,Bernie Needs Love,Single,2.99,True,2,0.0,5480,2767,2594,10034,7293,1,1,52,10033,17,2015
Action,The Flock,Multi,16.99,False,Mixed,36.0,7449,27074,25447,4542,10000,9,1,86,4541,12,2015
Indie,In Between,Single,11.99,False,Very,68.0,3116,13421,12600,11078,3850,15,10,86,11077,17,2015
Action,Towers of Altrac - Endless Mode,Single,0.99,False,2,0.0,1649,28510,26778,11368,4905,1,1,171,11367,17,2015
Adventure,Shadowrun: Hong Kong - Extended Edition Deluxe Upgrade DLC,Single,9.99,False,Positive,0.0,7288,23666,22275,11619,4147,13,2,136,11618,17,2015
Indie,In Between Soundtrack,Single,5.99,False,1,0.0,3116,13423,12602,11334,3850,0,10,86,11333,17,2015
Free,Pinball Arcade: Season Five Pack,Single,14.99,False,2,0.0,7288,18959,17782,11566,3293,1,9,155,11565,17,2015
Indie,Forget Me Not: My Organic Garden,Single,9.99,False,Very,0.0,180,10590,9951,9348,1546,15,10,86,9347,17,2015
Free,Pinball Arcade: Season Five Pro Pack,Single,19.99,False,1,0.0,7288,18960,17783,11567,3293,0,9,66,11566,17,2015
Indie,In Between Demo,Single,0.0,False,7,0.0,3116,13422,12601,11682,3850,6,10,86,11681,17,2015
Indie,Seeders,Single,9.99,False,2,0.0,872,23513,22126,9328,1133,1,10,86,9327,17,2015
Action,ORBITOR,Single,14.99,True,Mostly,0.0,2325,17891,16779,7333,3156,10,1,52,7332,17,2015
Indie,Super Mega Baseball: Extra Innings,Single,19.99,False,Very,0.0,4381,25700,24144,5856,5889,15,10,165,5855,17,2015
Action,Link: The Unleashed Nexus,Single,9.99,False,Positive,0.0,5732,15086,14145,11101,7659,13,1,86,11100,17,2015
Indie,Pester,Single,0.99,False,Mixed,0.0,3684,18859,17683,8737,3457,9,10,86,8736,17,2013
Action,Galactic Conquerors,Single,7.99,True,5,0.0,7288,11170,10505,10890,5092,4,1,52,10889,17,2015
Action,Crystal Towers 2 Demo,Single,0.0,False,1,0.0,1779,5637,5267,11676,2420,0,1,5,11675,17,2015
Indie,VERSUS: The Lost Ones,Single,3.99,False,Very,0.0,1359,29654,27865,11677,1782,15,10,136,11676,17,2015
Indie,VERSUS: The Lost Ones - WorningBird Hints,Downloadable,0.99,False,Unknown,0.0,1359,29655,27866,11679,1782,14,10,136,11678,4,2015
Action,Wind of Luck: Arena - Asian Admiral pack,Multi,0.0,False,Unknown,0.0,7154,30867,28901,10725,9560,14,1,5,10724,12,2015
Action,Wind of Luck: Arena - Caribbean Admiral pack,Multi,0.0,False,Unknown,0.0,7154,30870,28904,10969,9560,14,1,5,10968,12,2015
Action,Lost in Paradise,Single,2.99,False,Mixed,0.0,2206,15312,14356,10585,2998,9,1,5,10584,17,2015
Simulation,Train Simulator: China Clay for Export Route Add-On,Single,24.99,False,5,0.0,2019,28655,26915,6600,2097,4,15,155,6599,17,2015
Simulation,Train Simulator: Southern Class 455/8 EMU Add-On,Single,19.99,False,Mostly,0.0,2019,28866,27126,6606,2724,10,15,155,6605,17,2015
Simulation,Network South East Class 319 Add-on Livery,Single,4.99,False,Unknown,0.0,2011,17522,16426,3920,2724,14,15,155,3919,17,2015
Action,Zanzarah: The Hidden Portal,Single,7.99,False,Mixed,0.0,1702,31546,29549,10819,3629,9,1,6,10818,17,2015
Adventure,City Quest,Single,9.99,False,Mixed,0.0,6570,4730,4415,5625,8768,9,2,6,5624,17,2015
Adventure,City Quest Demo,Single,0.0,False,Unknown,0.0,6570,4731,4416,10989,8768,14,2,6,10988,17,2015
Action,Get Over Here,Single,9.99,False,5,0.0,6588,11429,10754,11523,7653,4,1,5,11522,17,2015
Indie,Fallen: A2P Protocol,Single,9.99,False,Mostly,0.0,5681,9131,8529,6592,7587,10,10,171,6591,17,2015
nan,Burning Man: Beyond Black Rock,nan,0.0,False,Mostly,0.0,7288,3687,3442,11524,9767,10,22,49,11523,22,2005
Indie,Fallen: A2P Protocol - Digital Deluxe Edition,Single,4.99,False,1,0.0,5681,9132,8530,11441,7587,0,10,171,11440,17,2015
Casual,Anti-Opoly,Single,9.99,False,Mixed,0.0,7434,1448,1353,7997,10114,9,5,26,7996,17,2015
Indie,Bard's Gold - Soundtracks,Single,1.99,False,Unknown,0.0,7288,2412,2263,11596,3086,14,10,86,11595,17,2014
Adventure,Beach Bounce,Single,7.99,False,Mixed,0.0,1159,2674,2508,8566,1510,9,2,115,8565,17,2015
Adventure,Beach Bounce - Soundtrack,Single,2.99,False,2,0.0,1159,2675,2509,11530,1510,1,2,6,11529,17,2015
Adventure,Dream Of Mirror Online,MMO,0.0,False,Mixed,0.0,6646,7385,6892,7300,8492,9,2,66,7299,11,2015
Action,Void Invaders,Single,2.99,False,Very,0.0,930,30093,28169,11341,10003,15,1,86,11340,17,2015
Adventure,Steam Sheep,MMO,0.0,False,Unknown,0.0,6645,25190,23659,10021,8492,14,2,6,10020,11,2015
Adventure,Ferrum's Secrets: Where Is Grandpa?,Single,4.99,False,Mixed,0.0,7826,10199,9584,11355,10490,9,2,6,11354,17,2015
Adventure,Arvale,Single,7.99,False,Mostly,0.0,341,1706,1590,11458,4788,10,2,136,11457,17,2015
Action,Daemon Detective Gaiden,Single,9.99,False,4,0.0,1834,6089,5690,10322,10370,3,1,6,10321,17,2015
Indie,ABD: A Beautiful Day,MMO,24.99,True,Mostly,0.0,2740,485,454,10839,7771,10,10,52,10838,11,2015
Simulation,Expert Rifleman - Reloaded,Single,14.99,False,Mixed,0.0,781,8607,8023,10738,994,9,15,155,10737,17,2015
Indie,Way of Gold and Steel,Single,8.99,False,Mixed,0.0,6137,30618,28666,10080,8178,9,10,171,10079,17,2015
Adventure,Fran Bow Demo,Single,0.0,False,Very,0.0,3769,10769,10120,11493,5087,15,2,6,11492,17,2015
Indie,Front Wars,Single,6.99,False,Mixed,0.0,3211,10905,10250,9829,4290,9,10,171,9828,17,2015
Action,M4 Tank Brigade,Single,14.99,True,Mixed,0.0,7982,15448,14481,8340,10678,9,1,52,8339,17,2015
Action,"Botology - Map ""Barazin"" for Survival Mode",Single,0.99,False,Unknown,0.0,922,3392,3174,11150,1204,14,1,5,11149,17,2015
Adventure,CO-OP : Decrypted,Single,9.99,False,Mixed,0.0,5317,3777,3520,5915,7111,9,2,86,5914,17,2015
Action,SCS deORBIT,Single,0.99,False,Mixed,0.0,7815,22917,21555,7412,10480,9,1,5,7411,17,2015
